2022-01-20 13:18:30 INFO Benchmarking |ClosingStrategy: CloseFirst
2022-01-20 13:18:30 INFO Benchmarking |ObservationTableCEXHandler: RivestSchapire
2022-01-20 13:18:30 INFO Benchmarking |SUL name: emqtt__invalid.dot
2022-01-20 13:18:30 INFO Benchmarking |SUL dir: /home/bharat/research/survey_2022/cttlearn/experiments/../data/automata_wiki/benchmarks/MQTT/emqtt__invalid.dot
2022-01-20 13:18:30 INFO Benchmarking |Seed: 1642681110484
2022-01-20 13:18:30 INFO Benchmarking |Cache: Y
2022-01-20 13:18:30 INFO SouchaCTT |EquivalenceOracle: SouchaCTT: {Technique=hsi;ExtraStates=0;}
2022-01-20 13:18:30 INFO Benchmarking |EquivalenceOracle: SouchaCTT(hsi,0)
2022-01-20 13:18:30 INFO Benchmarking |Method: L*M
2022-01-20 13:18:30 INFO EQWrapperHypSize |EQStats:{'Iter':1,'HypSize':3,'CESize':0}
2022-01-20 13:18:30 INFO Benchmarking |Rounds: 1
2022-01-20 13:18:30 INFO Benchmarking |MQ [Resets]: 374
2022-01-20 13:18:30 INFO Benchmarking |MQ [Symbols]: 1100
2022-01-20 13:18:30 INFO Benchmarking |EQ [Resets]: 41
2022-01-20 13:18:30 INFO Benchmarking |EQ [Symbols]: 128
2022-01-20 13:18:30 INFO SimpleProfiler |Learning [ms]: 22
2022-01-20 13:18:30 INFO SimpleProfiler |Searching for counterexample [ms]: 24
2022-01-20 13:18:30 INFO Benchmarking |Qsize: 3
2022-01-20 13:18:30 INFO Benchmarking |Isize: 11
2022-01-20 13:18:30 INFO Benchmarking |Equivalent: OK
2022-01-20 13:18:30 INFO Benchmarking |Info: N/A
